weight_tumor,start_idx,eval,scalar_loss,tumor_loss,il6_loss,n_failed,doses_mg
0.05,1,30,-0.0033774019555809034,-0.06736037221545893,-0.006331922312825311,0,"2.075885,12.127246,10.495141,10.167173,23.812876,10.984631"
0.05,1,31,0.00549832186440991,-0.07799478536361165,0.005786026188209781,0,"2.264602,9.826459,12.375764,7.202024,22.978753,14.050642"
0.05,1,32,-0.0022422321503871604,-0.04464748252761441,-0.008026999873746526,0,"1.913098,9.525931,11.184793,14.887304,20.651834,18.926931"
0.05,1,33,-0.003738824537653273,-0.07461978419973453,-0.00432035627006315,0,"2.131089,11.718974,10.121047,14.427262,21.657942,14.966299"
0.05,1,34,-0.004243592940439464,-0.08451058943376207,-0.014566251873339958,0,"2.312208,9.403464,10.665181,14.429773,20.532293,9.577312"
0.05,1,35,0.0014438009195544626,-0.09033456748319671,0.001523021870685759,0,"2.388314,9.185307,10.501872,14.906323,20.249546,7.505318"
0.05,1,36,0.001254386653748391,-0.09457564775055423,0.001324060609007749,0,"2.403899,10.54917,10.952224,10.960449,22.069388,9.545911"
0.05,1,37,-0.002706305772464067,-0.053887055746968324,-0.00974592876663416,0,"1.992587,9.696467,11.146032,14.232825,20.888093,17.363416"
0.05,1,38,0.01072862770110806,-0.0843368927465866,0.011286444656128491,0,"2.183856,13.782531,11.642037,13.468016,13.6267,11.940815"
0.05,1,39,-0.0029503933337063555,-0.058767607726659885,-0.00955217577581935,0,"2.107142,8.250229,10.821794,12.947169,24.806879,15.939989"
0.05,1,40,-0.0005170454759052417,-0.08896456772989828,-0.0005390370130067268,0,"2.32522,10.747455,11.045669,11.649642,21.087783,10.842762"
0.05,1,41,-0.0030273482069435435,-0.06028492560045868,-0.010618611200617523,0,"2.046986,9.871629,11.129305,13.802294,20.921375,16.276637"
0.05,1,42,-0.004130500731836945,-0.08242589762560337,-0.005352163868943438,0,"2.18699,12.734411,11.472412,13.220336,15.873829,12.378389"
0.05,1,43,-0.004523589727447666,-0.09025573135344711,-0.006621445481723831,0,"2.295868,12.067081,11.279269,12.171226,18.076818,10.742341"
0.05,1,44,-0.0047432920243177055,-0.09466514046641535,-0.0055807831301230015,0,"2.338089,12.432996,11.304263,11.899383,17.602726,9.819988"
0.05,1,45,-0.0046368019204065716,-0.09241903749471456,-0.01182009873274531,0,"2.354637,9.913379,12.183149,16.383793,13.115269,15.646116"
0.05,1,46,0.035428332810831194,-0.09683117532961927,0.037260817466320706,0,"2.328212,12.332175,13.619406,15.202988,17.292567,3.640096"
0.05,1,47,-0.003746766361870718,-0.07462824679174966,-0.012234326256471237,0,"2.19118,10.188426,10.469867,13.039586,17.886677,18.247628"
0.05,1,48,0.023275390139999696,-0.09311303954470537,0.024480830529446274,0,"2.382476,9.862697,13.454603,12.920072,12.38304,10.915446"
0.05,1,49,-0.003910678060567899,-0.07800964239280014,-0.006626798745527546,0,"2.172459,11.40959,10.676629,14.176064,20.112124,14.291154"
0.05,1,50,0.009005936010187232,-0.09408404990519384,0.009475409025377246,0,"2.314685,11.800293,13.174693,14.686575,16.896116,6.31708"
0.05,1,51,-0.003929189075130717,-0.07827425898656219,-0.012170960898188601,0,"2.211638,10.457067,10.920666,13.314084,17.721583,16.258903"
0.05,1,52,-0.004741870642687837,-0.09456030967519134,-0.009607519415273491,0,"2.371761,12.044584,7.77579,14.738672,17.873801,14.014704"
0.05,1,53,0.04481749664047248,-0.09760774013058729,0.04713431518742206,0,"2.420466,10.919015,10.763739,13.819281,14.12771,11.607283"
0.05,1,54,-0.0040945855008188104,-0.08163110143689888,-0.009419867265286319,0,"2.213303,11.327827,10.691147,14.1166,19.114721,13.843841"
0.05,1,55,-0.004939228196776684,-0.09852659637037617,-0.00839162993616488,0,"2.380926,12.161802,10.443197,14.948767,16.982629,8.83465"
0.05,1,56,0.030093534875480794,-0.10155858350350079,0.031651099221469026,0,"2.409442,12.445927,10.36362,15.221214,16.85947,7.597606"
0.05,1,57,-0.004648839991964468,-0.10093751295948922,-0.004883319960372778,0,"2.435765,11.569023,10.590065,14.423639,14.878794,9.579857"
0.05,1,58,-0.005233995846654289,-0.10434653742669775,-0.01205436678743832,0,"2.547359,9.774013,9.514715,15.721005,17.788007,10.112418"
0.05,1,59,-5.239246693421731e-5,-0.10691644809162117,-4.947331040500158e-5,0,"2.608642,9.280641,9.188451,16.137784,18.107037,9.734769"
0.05,1,60,0.05172277029438822,-0.10931336179925194,0.05439637831902644,0,"2.497679,13.228509,9.938429,14.941978,12.214786,13.0919"
0.05,1,61,0.010731413955111187,-0.08929716623925299,0.01128963543132988,0,"2.342878,10.040946,10.544054,14.515141,19.146041,10.163057"
0.05,1,62,0.0006951977380635204,-0.09979585738368556,0.0007363032030419103,0,"2.408483,11.763831,10.288448,15.077473,17.116859,9.047601"
0.05,1,63,0.026377135201914665,-0.09665572920323705,0.02774274986947245,0,"2.372671,11.989826,11.005999,12.536318,17.633606,9.868726"
0.05,1,64,-0.0048314302641647554,-0.09639204574977255,-0.007377236198567394,0,"2.400824,11.66615,8.065563,14.902394,17.859502,13.364317"
0.05,1,65,0.027532387846002197,-0.1016639784480381,0.02895785377246396,0,"2.454285,11.26985,10.410837,14.639867,15.363662,9.668616"
0.05,1,66,-0.004744366856195016,-0.09461836193719894,-0.009176674987587369,0,"2.386509,9.890151,11.738402,16.273329,13.894058,14.723826"
0.05,1,67,-0.004419342655453123,-0.08808582963326231,-0.011207244535098637,0,"2.35102,9.465222,10.473433,14.644978,20.074912,9.666495"
0.05,1,68,-0.004620227507532345,-0.09212043611105847,-0.010104926498808509,0,"2.367802,10.246526,9.95127,15.078632,19.425319,12.592487"
0.05,1,69,-0.0047336591616074924,-0.09445803194271353,-0.00635227671018912,0,"2.44774,8.94553,9.004582,18.029623,17.752613,13.3003"
0.05,1,70,-0.004462907038949738,-0.08898579155940145,-0.009650706738627002,0,"2.424863,8.232187,9.294135,16.472514,18.481278,15.539094"
0.05,1,71,-0.005141847689296099,-0.10257982453442234,-0.008134180366590693,0,"2.507613,10.119566,8.716095,17.514187,14.992013,16.8777"
0.05,1,72,-0.005235181124044477,-0.10437942379045963,-0.011569435086286911,0,"2.460712,11.981957,9.70265,16.033876,15.422559,11.45125"
0.05,1,73,-0.005330612777450724,-0.10631770772880515,-0.009906848025290182,0,"2.466699,12.606959,9.770737,15.96077,14.912772,10.769951"
0.05,1,74,-0.00539859477031151,-0.10774511421282622,-0.006265056799534874,0,"2.551608,10.754224,8.985355,17.721804,12.974338,13.790333"
0.05,1,75,0.03764695055486352,-0.11008635847981643,0.03959456845553133,0,"2.582539,10.83884,8.824378,18.162333,11.899179,13.989974"
0.05,1,76,-0.0045799709341293035,-0.10856058495952428,-0.004810497823104609,0,"2.505481,12.658231,9.925631,14.668207,13.054285,13.245864"
0.05,1,77,-0.00488369824129549,-0.09737524229677846,-0.010597225622871631,0,"2.457342,9.564274,9.158085,17.469387,16.969558,13.291227"
0.05,1,78,0.016106902472129363,-0.10969893742644451,0.016943464345129278,0,"2.591333,11.604904,6.333288,16.823187,17.938006,11.344813"
0.05,1,79,-0.004887709072171788,-0.0975549060995633,-0.005353707251205042,0,"2.420377,10.175938,10.837266,16.364972,14.568049,14.160656"
0.05,1,80,0.024323157850387037,-0.10858531123628751,0.02558345561380604,0,"2.583386,9.332195,10.928673,18.681648,12.875412,12.96976"
0.05,1,81,0.001415402913794268,-0.09870051124405323,0.0014935989687748785,0,"2.431038,11.277148,8.542678,15.53227,17.02882,13.298557"
0.05,1,82,-0.003255131128783688,-0.10667083812243984,-0.0034174221429912888,0,"2.480806,12.298168,9.639837,16.254276,14.5897,11.273343"
0.05,1,83,-0.0028867688344012274,-0.10498555366117812,-0.0030301483324235434,0,"2.548067,9.937379,9.426487,16.054472,16.985729,10.725392"
0.05,1,84,-0.004823676141267688,-0.10349905416477144,-0.005067039474798307,0,"2.514934,10.225341,8.760971,17.54879,14.655733,16.363139"
0.05,1,85,-0.004977336766525516,-0.09933664771377275,-0.005828998369673266,0,"2.442138,10.272318,10.528604,16.591111,14.30243,14.098935"
0.05,1,86,0.003413895075465394,-0.09922494581996805,0.0035952009282889663,0,"2.472998,9.762595,9.129297,17.511456,16.303687,13.374411"
0.05,1,87,-0.004938660195918353,-0.09843802786912845,-0.012459895861551051,0,"2.425807,11.514162,8.218848,15.372296,17.045307,13.43532"
0.05,1,88,0.005785951257711057,-0.10759718450421633,0.0060900479698577925,0,"2.514615,11.904615,9.390688,15.66946,13.880725,13.187733"
