time,TDBc_ugperkg,TDBc_ugperml,Btumor,IL6combo
25.0689988862505,3.2860955485904,0.089344631554932,58020736145.272,2.45917650084432
25.3712864975315,3.15357450442375,0.0857415580321846,56831402671.5936,2.34607325280386
25.6735741088126,3.04703621716365,0.0828449216194577,55640459637.8107,2.24825584366394
25.9758617200936,2.95880786724401,0.0804461084079395,54446278766.4596,2.1612117813945
26.4105825434262,2.85403698101706,0.0775975253131338,52721159717.8095,2.04904536397192
26.8453033667589,2.76547696935436,0.0751896946534628,50985069470.1895,1.9461623701593
27.2800241900915,2.68686489737708,0.0730523354371147,49237344019.8281,1.84880284169508
27.7147450134242,2.61484129156722,0.071094107981708,47478290715.3991,1.75507466249546
28.1494658367568,2.54744436309678,0.0692616738199234,45708790264.6295,1.66396768806167
28.9045607717354,2.43815630206147,0.0662902746618127,42614406101.6519,1.51061573396883
29.659655706714,2.33528610903427,0.0634933689242595,39500840977.5126,1.36178468458886
30.4147506416926,2.23727265577255,0.0608285115761977,36378467290.4177,1.2179320126836
31.1698455766712,2.14366803456163,0.0582835245938453,33259113907.23,1.07969762301395
31.9249405116498,2.05420023412853,0.0558510123471597,30155573558.6065,0.947862801998482
32.8961923457081,1.94472622758664,0.0528745575744056,26208909364.5669,0.788959723966663
33.8674441797664,1.84109786229526,0.0500570381265704,22341485050.3731,0.643486709272278
34.8386960138247,1.74296226876909,0.0473888599447822,18585353588.3195,0.512824847602291
35.809947847883,1.65004511178604,0.0448625642138673,14973486959.8583,0.398083109227881
36.7811996819413,1.56208222763158,0.0424709686686127,11538778767.1524,0.29996323401793
37.9732723796173,1.46050309559644,0.0397091651875051,7611372057.8647,0.202477015422653
38.956453784115,1.38170696904011,0.0375668017683554,4648649904.31986,0.140482792045763
39.9396351886128,1.30715502855626,0.0355398322065323,1986867469.32706,0.0940450918641291
40.2345896099621,1.28558219544239,0.0349532951452525,1262510945.75142,0.082984267772175
40.4482801636163,1.27017568323827,0.0345344122685772,775385115.302948,0.0758903889846233
40.5897385219287,1.26007858969365,0.0342598855272878,482796070.766061,0.0717361381953714
40.6852519383989,1.25330636931481,0.0340757577301471,308494603.473379,0.0692628968667436
40.757350002935,1.2482184648403,0.0339374242751578,196728134.07321,0.0676426378795172
40.8294480674711,1.24315119333575,0.0337996518035822,109237487.190474,0.0663065145692306
40.9015461320071,1.23810447228952,0.0336624380720371,50909237.3754289,0.0653097167221255
40.9470486460741,1.23492992785247,0.0335761263690177,28707484.6071647,0.0648573495679953
40.9753906770679,1.23295671842595,0.0335224773905914,19685065.5277505,0.0646373962098878
41.0037327080617,1.23098665794109,0.0334689140277621,13319846.8581596,0.064453951152914
41.0320747390554,1.22901974184251,0.033415436156675,8917106.73899656,0.0642983810990556
41.0604167700492,1.2270559653124,0.0333620436463404,5922961.15553313,0.064163326553661
41.0981935656672,1.22444334139344,0.0332910098258141,3446123.62530964,0.0640058357652315
41.1359703612852,1.22183627505847,0.0332201271087132,2018853.53441759,0.0638642444333586
41.1737471569032,1.21923475417783,0.0331493951652482,1180523.21306252,0.0637315924470497
41.2115239525213,1.21663876679299,0.0330788136702824,682187.187397142,0.0636040297861563
41.2493007481393,1.21404830112597,0.033008382303588,389788.087690566,0.0634794989329878
41.3111133651256,1.20982150737408,0.0328934613206655,168385.076824098,0.0632794429972967
41.3296571502215,1.20855633826445,0.0328590630305724,124896.994823789,0.0632197114283217
